Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P9WP89	reviewed	COBK_MYCTU	Precorrin-6A reductase (EC 1.3.1.54) (Precorrin-6X reductase)	cobK Rv2070c MTCY49.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244
P9WP93	reviewed	COBD_MYCTU	Cobalamin biosynthesis protein CobD	cobD Rv2236c MTCY427.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	313
P9WP95	reviewed	COBQ_MYCTU	Cobyric acid synthase	cobQ cbiP Rv0255c MTV034.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	494
P9WPC1	reviewed	CLPS_MYCTU	ATP-dependent Clp protease adapter protein ClpS	clpS Rv1331 MTCY130.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	101
P9WPC7	reviewed	Y2667_MYCTU	Uncharacterized protein Rv2667	Rv2667 MTCY441.36	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WPD3	reviewed	CISY2_MYCTU	Putative citrate synthase 2 (EC 2.3.3.16)	citA Rv0889c MTCY31.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	373
P9WPD7	reviewed	Y2685_MYCTU	Uncharacterized transporter Rv2685	Rv2685 MTCY05A6.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	428
P9WPD9	reviewed	Y2684_MYCTU	Uncharacterized transporter Rv2684	Rv2684 MTCY05A6.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429
P9WPG1	reviewed	PSS_MYCTU	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA Rv0436c MTCY22G10.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286
P9WPG9	reviewed	CDH_MYCTU	Probable CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	cdh Rv2289 MTCY339.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	260
P9WPH7	reviewed	ECCA2_MYCTU	ESX-2 secretion system protein EccA2 (ESX conserved component A2) (Type VII secretion system protein EccA2) (T7SS protein EccA2)	eccA2 Rv3884c MTCY15F10.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	619
P9WPI5	reviewed	Y106_MYCTU	Zinc chaperone Rv0106 (EC 3.6.5.-)	Rv0106 MTCY251.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	398
P9WPK9	reviewed	GCS2_MYCTU	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	Rv0433 MTCY22G10.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	376
P9WPL7	reviewed	CP141_MYCTU	Putative cytochrome P450 141 (EC 1.14.-.-)	cyp141 Rv3121 MTCY164.31	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	400
P9WPL9	reviewed	CP140_MYCTU	Putative cytochrome P450 140 (EC 1.14.-.-)	cyp140 Rv1880c MTCY180.38	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	438
P9WPM1	reviewed	CP139_MYCTU	Putative cytochrome P450 139 (EC 1.14.-.-)	cyp139 Rv1666c MTV047.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	430
P9WPM3	reviewed	CP138_MYCTU	Putative cytochrome P450 138 (EC 1.14.-.-)	cyp138 Rv0136 MTCI5.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	441
P9WPM5	reviewed	CP137_MYCTU	Putative cytochrome P450 137 (EC 1.14.-.-)	cyp137 Rv3685c MTV025.033c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	476
P9WPM7	reviewed	CP136_MYCTU	Putative cytochrome P450 136 (EC 1.14.-.-)	cyp136 Rv3059 MTCY22D7.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	492
P9WPM9	reviewed	C135B_MYCTU	Putative cytochrome P450 135B1 (EC 1.14.-.-)	cyp135B1 Rv0568 MTV039.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472
P9WPN1	reviewed	C135A_MYCTU	Putative cytochrome P450 135A1 (EC 1.14.-.-)	cyp135A1 Rv0327c MTCY63.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449
P9WPN3	reviewed	CP132_MYCTU	Putative cytochrome P450 132 (EC 1.14.-.-)	cyp132 Rv1394c MTCY21B4.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	461
P9WPN9	reviewed	CP126_MYCTU	Putative cytochrome P450 126 (EC 1.14.-.-)	cyp126 Rv0778 MTCY369.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	414
P9WPP5	reviewed	CP123_MYCTU	Putative cytochrome P450 123 (EC 1.14.-.-)	cyp123 Rv0766c MTCY369.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	402
P9WPQ1	reviewed	BTB7_MYCTU	Biotinylated protein TB7.3	Rv3221c MTCY07D11.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	71
P9WPR3	reviewed	Y2850_MYCTU	Uncharacterized protein Rv2850c	Rv2850c MTCY24A1.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	629
P9WPR7	reviewed	Y917_MYCTU	Uncharacterized transporter Rv0917	Rv0917 MTCY21C12.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	593
P9WPR9	reviewed	Y1488_MYCTU	Uncharacterized protein Rv1488	Rv1488 MTCY277.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	381
P9WPV7	reviewed	ATP6_MYCTU	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB Rv1304 MTCY373.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WPW3	reviewed	SCOB_MYCTU	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit B (EC 2.8.3.5) (OXCT B) (Succinyl-CoA:3-oxoacid CoA-transferase)	scoB Rv2503c MTCY07A7.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	218
P9WPW5	reviewed	SCOA_MYCTU	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit A (EC 2.8.3.5) (Succinyl-CoA:3-oxoacid CoA-transferase) (OXCT A)	scoA Rv2504c MTCY07A7.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	248
P9WPY7	reviewed	ARLY_MYCTU	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH Rv1659 MTCY06H11.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	470
P9WPY9	reviewed	ARGR_MYCTU	Arginine repressor	argR ahrC Rv1657 MTCY06H11.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	170
P9WQ03	reviewed	ARCH_MYCTU	Probable protein archease	Rv2630	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	179
P9WQ15	reviewed	AOFH_MYCTU	Putative flavin-containing monoamine oxidase AofH (EC 1.4.3.-)	aofH Rv3170 MTV014.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	454
P9WQ25	reviewed	GLGX_MYCTU	Glycogen operon protein GlgX homolog (EC 3.2.1.-)	glgX treX Rv1564c MTCY48.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	721
P9WQ29	reviewed	Y1320_MYCTU	Uncharacterized protein Rv1320c	Rv1320c MTCY130.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	567
P9WQ31	reviewed	Y1319_MYCTU	Uncharacterized protein Rv1319c	Rv1319c MTCY130.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	535
P9WQ33	reviewed	Y1318_MYCTU	Uncharacterized protein Rv1318c	Rv1318c MTCY130.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	541
P9WQ45	reviewed	FAD25_MYCTU	Putative fatty-acid--CoA ligase fadD25 (EC 6.2.1.-) (Acyl-CoA synthetase)	fadD25 Rv1521 MTCY19G5.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	583
P9WQ53	reviewed	FAD11_MYCTU	Putative fatty-acid--CoA ligase fadD11 (EC 6.2.1.-) (Acyl-CoA synthetase)	fadD11 Rv1550 MTCY48.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	571
P9WQ65	reviewed	AMT_MYCTU	Ammonium transporter (Ammonia channel) (Ammonium channel)	amt Rv2920c MTCY338.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	477
P9WQ77	reviewed	LAT_MYCTU	Probable L-lysine-epsilon aminotransferase (L-lysine aminotransferase) (EC 2.6.1.36) (Lysine 6-aminotransferase)	lat Rv3290c MTCY71.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449
P9WQ89	reviewed	Y2231_MYCTU	Uncharacterized aminotransferase Rv2231c (EC 2.6.1.-)	Rv2231c MTCY427.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	364
P9WQ93	reviewed	AMI4_MYCTU	Putative amidase AmiD (EC 3.5.1.4)	amiD Rv3375 MTV004.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	475
P9WQ95	reviewed	AMI3_MYCTU	Putative amidase AmiC (EC 3.5.1.4)	amiC Rv2888c MTCY274.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	473
P9WQ97	reviewed	AMIB2_MYCTU	Putative amidase AmiB2 (EC 3.5.1.4)	amiB2 Rv1263 MTCY50.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	462
P9WQ99	reviewed	AMIA2_MYCTU	Putative amidase AmiA2 (EC 3.5.1.4)	amiA2 Rv2363 MTCY27.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	484
P9WQA1	reviewed	GATA_MYCTU	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA Rv3011c MTV012.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	494
P9WQA7	reviewed	Y2298_MYCTU	Uncharacterized oxidoreductase Rv2298 (EC 1.-.-.-)	Rv2298 MTCY339.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	323
P9WQC1	reviewed	ADHA_MYCTU	Probable alcohol dehydrogenase AdhA (EC 1.1.1.1)	adhA Rv1862	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	346
P9WQC3	reviewed	ADH_MYCTU	Probable alcohol dehydrogenase adh (EC 1.1.1.1)	adh Rv1530	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367
P9WQC9	reviewed	ACYP_MYCTU	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP Rv2922.1c MTCY338.11Bc Rv2922A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
P9WQG1	reviewed	ACDP_MYCTU	Probable acyl-CoA dehydrogenase FadE25 (EC 1.3.99.-)	fadE25 acd Rv3274c MTCY71.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	389
P9WQI1	reviewed	Y647_MYCTU	Uncharacterized protein Rv0647c	Rv0647c MTCY20H10.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	488
P9WQI5	reviewed	Y2564_MYCTU	Uncharacterized ABC transporter ATP-binding protein Rv2564	Rv2564 MTCY9C4.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	330
P9WQI7	reviewed	Y2326_MYCTU	Uncharacterized ABC transporter ATP-binding protein Rv2326c	Rv2326c MTCY3G12.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	697
P9WQJ1	reviewed	Y1273_MYCTU	Uncharacterized ABC transporter ATP-binding protein Rv1273c	Rv1273c MTCY50.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	582
P9WQJ5	reviewed	Y1281_MYCTU	Uncharacterized ABC transporter ATP-binding protein Rv1281c	Rv1281c MTCY50.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	612
P9WQM3	reviewed	Y1999_MYCTU	Uncharacterized transporter Rv1999c	Rv1999c MTCY39.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	440
P9WQM5	reviewed	Y1979_MYCTU	Uncharacterized transporter Rv1979c	Rv1979c MTCY39.40 MTV051.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	481
P9WQM9	reviewed	ANSP1_MYCTU	L-asparagine permease 1 (L-asparagine transport protein 1)	ansP1 ansP Rv2127 MTCY261.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	489
P9WQN1	reviewed	Y2559_MYCTU	Uncharacterized AAA domain-containing protein Rv2559c	Rv2559c MTCY9C4.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	452
P9WQP5	reviewed	6PGL_MYCTU	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl devB Rv1445c MTCY493.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	247
Q50681	reviewed	LIPM_MYCTU	Probable carboxylic ester hydrolase LipM (EC 3.1.1.-)	lipM Rv2284	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
Q50700	reviewed	Y3428_MYCTU	Putative transposase Rv3428c	Rv3428c MTCY78.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	410
Q50701	reviewed	Y3427_MYCTU	Putative ATP-binding protein Rv3427c in insertion sequence	Rv3427c MTCY78.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	251
Q50702	reviewed	PPE58_MYCTU	Uncharacterized PPE family protein PPE58	PPE58 Rv3426 MTCY78.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	232
Q6MWV1	reviewed	PG60_MYCTU	PE-PGRS family protein PE_PGRS60	PE_PGRS60 Rv3652	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	104
Q6MWY2	reviewed	PPE54_MYCTU	Uncharacterized PPE family protein PPE54	PPE54 Rv3343c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	2523
Q6MX18	reviewed	ESXS_MYCTU	ESAT-6-like protein EsxS	esxS Rv3020c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	97
Q6MX40	reviewed	MAZF1_MYCTU	Probable endoribonuclease MazF1 (EC 3.1.-.-) (Probable toxin MazF1)	mazF1 mazF-mt2 Rv0456A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
Q79FH3	reviewed	PPE37_MYCTU	Uncharacterized PPE family protein PPE37	PPE37 Rv2123	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	473
Q79FK6	reviewed	PPE26_MYCTU	PPE family protein PPE26	PPE26 Rv1789	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393
Q79FP3	reviewed	PG26_MYCTU	PE-PGRS family protein PE_PGRS26	PE_PGRS26 Rv1441c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	491
Q79FR3	reviewed	PE13_MYCTU	PE family protein PE13	PE13 Rv1195	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	99
Q79G04	reviewed	PE03_MYCTU	PE family protein PE3	PE3 Rv0159c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	468
V5QRX7	reviewed	3098A_MYCTU	Putative toxin Rv3098A/RVBD_3098A	Rv3098A RVBD_3098A P425_03229	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	106
A0A089QKZ7	reviewed	Y155A_MYCTU	Uncharacterized protein Rv1155A	Rv1155A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	62
E2FZM5	reviewed	SOCB_MYCTU	Uncharacterized protein SocB (Small ORF induced by copper B)	socB Rv1706c.2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	54
I6WXS6	reviewed	VPB51_MYCTU	Putative antitoxin VapB51	vapB51 Rv0229A RVBD_0229Ac P425_00239	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	64
I6X961	reviewed	Y461_MYCTU	Protein Rv0461	Rv0461	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	200
I6XFZ8	reviewed	Y3035_MYCTU	Protein Rv3035	Rv3035 RVBD_3035 P425_03163	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	411
I6YB21	reviewed	Y3067_MYCTU	Uncharacterized protein Rv3067	Rv3067 RVBD_3067 P425_03195	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	181
I6YD99	reviewed	Y2386_MYCTU	Uncharacterized protein Rv2386A/RVBD_2386A	Rv2386A RVBD_2386A P425_02481	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	69
L0TBY6	reviewed	2250A_MYCTU	Protein Rv2250A	Rv2250A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	149
L0TGF0	reviewed	VPC50_MYCTU	Putative ribonuclease VapC50 (RNase VapC50) (EC 3.1.-.-) (Toxin VapC50)	vapC50 Rv3749c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	169
O05453	reviewed	ESXD_MYCTU	ESAT-6-like protein EsxD	esxD Rv3891c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	107
O06242	reviewed	Y2133_MYCTU	Protein Rv2133c	Rv2133c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	278
O06349	reviewed	Y3486_MYCTU	Uncharacterized membrane protein Rv3486	Rv3486 RVBD_3486 P425_03628	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	163
O06775	reviewed	VAPB8_MYCTU	Putative antitoxin VapB8	vapB8 Rv0664	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	90
O06777	reviewed	VAPB7_MYCTU	Putative antitoxin VapB7	vapB7 Rv0662c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84
O06779	reviewed	MAZE2_MYCTU	Probable antitoxin MazE2	mazE2 mazE-mt4 Rv0660c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	81
O53334	reviewed	Y3188_MYCTU	Probable mycobacterial cidal antitoxin Rv3188	Rv3188	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	115
O53464	reviewed	VPB45_MYCTU	Putative antitoxin VapB45	vapB45 Rv2018 RVBD_2018 P425_02089	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	239
O53465	reviewed	VPC45_MYCTU	Putative ribonuclease VapC45 (RNase VapC45) (EC 3.1.-.-) (Toxin VapC45)	vapC45 Rv2019 RVBD_2019 P425_02090	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	138
O53468	reviewed	HIGB2_MYCTU	Putative toxin HigB2	higB2 Rv2022c RVBD_2022c P425_02093	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
O53500	reviewed	Y2102_MYCTU	Uncharacterized protein Rv2102	Rv2102 RVBD_2102 P425_02177	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	277
O53553	reviewed	PG54_MYCTU	Uncharacterized PE-PGRS family protein PE_PGRS54	PE_PGRS54 Rv3508 MTV023.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1901
O53565	reviewed	Y3520_MYCTU	Putative coenzyme F420-dependent oxidoreductase Rv3520c (EC 1.-.-.-)	Rv3520c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	347
O53672	reviewed	Y250_MYCTU	Uncharacterized protein Rv0250c	Rv0250c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	97
O53803	reviewed	Y0740_MYCTU	Protein Rv0740	Rv0740 RVBD_0740 P425_00771	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
O69659	reviewed	Y3691_MYCTU	Uncharacterized membrane protein Rv3691	Rv3691	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	381
O69717	reviewed	VPB50_MYCTU	Putative antitoxin VapB50	vapB50 Rv3750c RVBD_3750c P425_03902	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	130
O69720	reviewed	Y3753_MYCTU	Protein Rv3753c	Rv3753c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	173
O69731	reviewed	Y3766_MYCTU	Uncharacterized protein Rv3766	Rv3766 RVBD_3766 P425_03919	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	274
P0CG96	reviewed	Y3118_MYCTU	Uncharacterized protein Rv3118	sseC1 Rv3118	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P0CL57	reviewed	MAZE1_MYCTU	Probable antitoxin MazE1	mazE1 Rv0456B	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	57
P0CV86	reviewed	Y954A_MYCTU	Uncharacterized protein Rv1954A	Rv1954A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	100
P0CW29	reviewed	VAPB1_MYCTU	Putative antitoxin VapB1	vapB1 Rv0064A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	79
P0CW31	reviewed	VPB16_MYCTU	Putative antitoxin VapB16	vapB16 Rv2231B	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	58
P0CW32	reviewed	VPB23_MYCTU	Putative antitoxin VapB23	vapB23 Rv2862A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	82
P0DMM2	reviewed	Y028A_MYCTU	Uncharacterized protein Rv0028A	Rv0028A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	47
P0DMM3	reviewed	Y3202_MYCTU	Uncharacterized protein Rv3202A	Rv3202A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	72
P0DMM4	reviewed	Y572A_MYCTU	Uncharacterized protein Rv0572A	Rv0572A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	55
P0DMQ7	reviewed	2003A_MYCTU	Uncharacterized protein Rv2003A	Rv2003A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	65
P0DMQ8	reviewed	Y2742_MYCTU	Uncharacterized protein Rv2742A	Rv2742A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	134
P0DN33	reviewed	Y609B_MYCTU	Uncharacterized protein Rv0609B	Rv0609B	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	65
P0DV55	reviewed	Y1078_MYCTU	Protein Rv1078A	Rv1078A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	82
P64937	reviewed	Y2086_MYCTU	Uncharacterized protein Rv2086	Rv2086 MTCY49.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
P71839	reviewed	Y786_MYCTU	Protein Rv0786c	Rv0786c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	212
P72042	reviewed	Y3776_MYCTU	Uncharacterized protein Rv3776	Rv3776	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	519
P81135	reviewed	NS1_MYCTU	30 kDa non-secretory protein 1		Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	10
P81136	reviewed	NS2_MYCTU	30 kDa non-secretory protein 2		Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	19
P81152	reviewed	NS3_MYCTU	30 kDa non-secretory protein 3		Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	8
P95038	reviewed	MFTB_MYCTU	Peptide chaperone MftB	mftB Rv0692	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	109
P95262	reviewed	VPB14_MYCTU	Putative antitoxin VapB14	vapB14 Rv1952	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	71
P9WF27	reviewed	Y1375_MYCTU	Uncharacterized protein Rv1375	Rv1375 MTCY02B12.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	439
P9WFG5	reviewed	Y2600_MYCTU	UPF0719 transmembrane protein Rv2600	Rv2600 MTCY227.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	152
P9WFK5	reviewed	Y038_MYCTU	UPF0301 protein Rv0038	Rv0038 MTCY10H4.38	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
P9WFK9	reviewed	Y566_MYCTU	UPF0234 protein Rv0566c	Rv0566c MTV039.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	163
P9WFL1	reviewed	Y004_MYCTU	UPF0232 protein Rv0004	Rv0004 MTCY10H4.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	187
P9WFM3	reviewed	Y1101_MYCTU	Putative transport protein Rv1101c	Rv1101c MTV017.54c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	385
P9WFM5	reviewed	Y205_MYCTU	Putative transport protein Rv0205	Rv0205 MTV033.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367
P9WFM9	reviewed	Y2898_MYCTU	UPF0102 protein Rv2898c	Rv2898c MTCY274.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	128
P9WFN5	reviewed	Y1910_MYCTU	UPF0098 protein Rv1910c	Rv1910c MTCY180.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
P9WFN7	reviewed	Y1085_MYCTU	UPF0073 membrane protein Rv1085c	Rv1085c MTV017.38c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	242
P9WFN9	reviewed	Y2639_MYCTU	UPF0060 membrane protein Rv2639c	Rv2639c MTCY441.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	110
P9WFP5	reviewed	Y1462_MYCTU	Iron-sulfur cluster assembly SufBD family protein Rv1462	Rv1462 MTV007.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
P9WFP9	reviewed	Y2556_MYCTU	UPF0047 protein Rv2556c	Rv2556c MTCY9C4.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	133
P9WFQ1	reviewed	Y1898_MYCTU	UPF0045 protein Rv1898	Rv1898 MTCY180.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	102
P9WFQ5	reviewed	Y2851_MYCTU	UPF0039 protein Rv2851c	Rv2851c MTCY24A1.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	156
P9WFQ7	reviewed	PLPHP_MYCTU	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	Rv2148c MTCY270.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	258
P9WFS3	reviewed	Y1491_MYCTU	TVP38/TMEM64 family membrane protein Rv1491c	Rv1491c MTCY277.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WFS5	reviewed	Y625_MYCTU	TVP38/TMEM64 family membrane protein Rv0625c	Rv0625c MTCY20H10.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	246
P9WG93	reviewed	Y2723_MYCTU	Uncharacterized membrane protein Rv2723	Rv2723 MTCY154.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
P9WGA5	reviewed	Y2603_MYCTU	Probable transcriptional regulatory protein Rv2603c	Rv2603c MTCI270A.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	251
P9WGC1	reviewed	Y1339_MYCTU	Uncharacterized protein Rv1339	Rv1339 MTCY02B10.03 MTCY130.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273
